Status,Station Name,Observation Date,Latitude,Longitude,Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site
,Boneta Back Acre,2022-08-09,41.077397,-81.776806,10:34 pm,10:37 pm,20.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,"Possible single distant green frog call to the west, but was so faint I didn't hear it on the recording, so didn't count it.",Wadsworth,Medina,Ohio,Rural,Wet Meadow,Natural,Temporary Some Years,Stream or River,Acre of mostly untilled land bordered on two sides with small stream.  Runoff  water also collects in low spots on the land and some years dries up completely in the summer. ,Residential back acre on Boneta rd. in Sharon Township
,MCPD River Styx Pond 01,2022-08-09,41.04777,-81.79743,10:03 pm,10:06 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,"Short, few, tentative calls from I believe a single not-that-ardent frog. ",Wadsworth,Medina,Ohio,Park,Pond,Artifically Altered,Permanent,Stream or River,Medina County Park Distric River Styx Park,"Park in lot and follow yellow, alll purpose trail to the Fishing Access"
,MCPD Hubbard Valley 02,2022-08-09,41.04208,-81.85308,09:41 pm,09:44 pm,20.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Seville,Medina,Ohio,Rural,Vernal Pool,Natural,Not Known,Precipitation or Runoff,"Yellow trail, HVPark, VErnal pools, both sides of trail. ",Yellow trail past fork of yellow and blue. Look for low spots on each side before you come to fork in yellow trail
,MCPD Hubbard Valley 01,2022-08-09,41.0416,-81.85244,09:34 pm,09:37 pm,20.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,"No frogs but barred owl, bush crickets, dog day cicadas and a few lingering unlucky at love fireflies.",Seville,Medina,Ohio,Rural,Vernal Pool,Natural,Not Known,Precipitation or Runoff,"Blue trail, HVPark, VErnal pools, both sides of trail but some drainage culverts in it. Within 50 yards of stream feeding lake.",Blue trail past fork of yellow and blue. Look for low spots on each side before you come to rise up to pine/spruce restoration area.
,"Waveny Park, ""Cornfield""",2022-08-09,41.12117,-73.48572,08:33 pm,08:36 pm,30.56,0 - CALM: smoke rises vertically,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,New Canaan,Fairfield,Connecticut,Suburban,Wet Meadow,Human-made,Temporary Some Years,Groundwater,Wet Meadow with seasonal pond,"677 South Avenue, New Canaan, CT - enter park, park in lots, walk east down hill to pond, cross trail to ""cornfield"" meadow"
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Fowler's Toad,1 - Individuals can be counted; there is space between calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Eastern Cricket Frog,1 - Individuals can be counted; there is space between calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Green Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Cope's Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Gray Treefrog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Black Willow Springs,2022-08-09,38.867179,-78.223686,10:00 pm,10:03 pm,23.89,0 - CALM: smoke rises vertically,Fog or Mist,No Precipitation,Above Freezing,Northern Leopard Frog,1 - Individuals can be counted; there is space between calls,,Front Royal,Warren,Virginia,Rural, ,Natural,Permanent,Stream or River,"small stream and wet area formed just downstream of natural springs, where mountian greenstone changes to valley limestone","Poor House Rd, near junction with Browntown Rd."
,Conway Road,2022-08-09,38.6529,-90.5467,08:51 pm,08:54 pm,23.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Gray Treefrog,1 - Individuals can be counted; there is space between calls,,Chesterfield,St. Louis,Missouri,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Pond with surrounding mature trees and vegetation in suburban location,"About 1/8 mile east of intersection of Chesterfield Parkway East and Conway Road, on north side of Conway Road"
,Conway Road,2022-08-09,38.6529,-90.5467,08:51 pm,08:54 pm,23.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Chesterfield,St. Louis,Missouri,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Pond with surrounding mature trees and vegetation in suburban location,"About 1/8 mile east of intersection of Chesterfield Parkway East and Conway Road, on north side of Conway Road"
,Backyard Oasis,2022-08-09,42.69063,-83.05808,10:27 pm,10:30 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,American Toad,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-08-09,42.69063,-83.05808,10:27 pm,10:30 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Gray Treefrog,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-08-09,42.69063,-83.05808,10:27 pm,10:30 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Backyard Oasis,2022-08-09,42.69063,-83.05808,10:27 pm,10:30 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Western Chorus Frog,0 - No frogs or toads can be heard calling.,,Shelby Township,Macomb,Michigan,Suburban,overflowing stream originating from a lake,Human-made,Permanent,Lake,"This site is a stream/creek that is overflow from a man-made spring-fed lake, flowing partially through a small wooded area","Mound Rd 1/2 mile north of 24 mile rd, west onto Woodmire Rd then 1st street on left is Celestial Ct, 1st house on right, about 150 feet behind house"
,Lagoon Wetlands,2022-08-09,41.40171,-81.88494,09:51 pm,09:54 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Olmsted Township,Cuyahoga,Ohio,Cleveland Metroparks property,Swamp or Woodland Swamp,Not Known,Temporary Every Year,Stream or River,Rocky River Reservation,
,Baldwin Lake Observation Tower,2022-08-09,41.36007,-81.85706,09:28 pm,09:31 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,2 individuals ,Berea,Cuyahoga,Ohio,County Park,Freshwater Marsh,Natural,Permanent,,"Emergent vegitation (phragmites, cattail) dominate the boarder of this natural lake. Part of the Rocky River East Branch, this site is upstream of the Water Treatment Plant.",Observation towers is located directly accross from Wallace Lake Parking lot.
,Ridge Top Fire Pond,2022-08-09,41.075708,-81.773062,10:24 pm,10:27 pm,20.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,4-6 frogs all around the pond. Less frequent and less enthusiastic calls than earlier in the season.,Wadsworth,Medina,Ohio,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,"Fire pond in large plot housing development that is bordered by a farm to the north, a small woods to the west north west and currently undeveloped lots to the west. Homes to the south",Walk off of Ridge Top road about 20 paces  north of the west end of the pond.
,Aukerman Park,2022-08-09,41.30447,-81.75314,10:33 pm,10:36 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,American Bullfrog,1 - Individuals can be counted; there is space between calls,,North Royalton,Cuyahoga,Ohio,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Cleveland Metroparks site began construction in 2014,On the Northeast corner of York road and the Valley Parkway in North Royalton
,Aukerman Park,2022-08-09,41.30447,-81.75314,10:33 pm,10:36 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,North Royalton,Cuyahoga,Ohio,Suburban,Pond,Human-made,Permanent,Precipitation or Runoff,Cleveland Metroparks site began construction in 2014,On the Northeast corner of York road and the Valley Parkway in North Royalton
,Vaughn & Riverview,2022-08-09,41.17401,-81.34367,09:32 pm,09:35 pm,17.22,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Cleveland,Cuyahoga,Ohio,Rural,Wet Meadow,Natural,Not Known,Precipitation or Runoff,,
,PGAV Forest Park North,2022-08-09,38.643647,-90.276866,08:59 pm,09:02 pm,23.33,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Saint Louis,Saint Louis City,Missouri,Urban,Ditch,Artifically Altered,Not Known,Not Known,,
,Sled Hill [Pawpaw sledding area],2022-08-09,41.31074,-81.7845,10:23 pm,10:26 pm,16.67,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Strongsville,,Ohio,Suburban,Swamp or Woodland Swamp,Not Known,Not Known,Not Known,Mill Stream Run Reservation,
,Hinckley Wetlands,2022-08-09,41.217822,-81.704767,09:59 pm,10:02 pm,16.11,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Hinckley township,Medina,Ohio,Cleveland Metroparks property,Swamp or Woodland Swamp,Natural,Temporary Every Year,Stream or River,"Forest on one side, tributary to Hinckley lake on the other. This is a wetland mosaic that dries in the summer and is typically brimming with amphibians in the spring. It may occasionally take water later in the year as stream floods.","Just south of Whipps ledges driveway, there is an unpaved trail. Follow unpaved trail southeast, wetland is right along trail."
,Station Road Bridge ,2022-08-09,41.32043,-81.58673,09:19 pm,09:22 pm,20.56,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,,Brecksville,Cuyahoga,Ohio,Cuyahoga Valley National Park,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,"A series of wetlands (2) with beaver dam, in the floodplain of the Cuyahoga River - precipitation, runoff, and the river keep water permanently at these locations","Station road is off of Riverview road in Brecksville, park at the east end of the large lot, cross the bridge over the Cuyahoga River to the north and the wetland complex is within 15 feet of the bridge."
,Napier Road,2022-08-09,42.3603,-83.5479,09:08 pm,09:11 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Green Frog,1 - Individuals can be counted; there is space between calls,,Plymouth Township,Wayne,Michigan,Suburban,Pond,Human-made,Permanent,Pond,Pond constructed between subdivisions along Napier Rd,"East side of Napier Rd between Ann Arbor Rd and Powell Rd, Plymouth Township. MI"
,Pine Brook,2022-08-08,41.425642,-72.866118,09:12 pm,09:15 pm,27.22,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Much Precipitation,Above Freezing,No Species Heard,0 - No frogs or toads can be heard calling.,"0.20” of rain fell yesterday. Today, a thunderstorm deposited 0.94” of rain during the afternoon. Plenty of crickets, but no frogs or toads were detected. ",North Haven,New Haven,Connecticut,Rural,Pond,Natural,Permanent,Stream or River,"Pine Brook is a stream that flows generally west to east. There is a pond located to the west that has a small dam. Water flows over the dam and continues east. The observation area is located east and downstream of this dam. The area is bordered by an old farmer’s field to the north and hilly, treed terrain to the south. Up the hill and further south is a housing development. ",Use the intersection of Mount Carmel Avenue and Chestnut Lane in Hamden. Park safely and walk south across Mount Carmel Avenue and across the old farmer’s field approximately 200’ to the Pine Brook stream. 
