Status,Station Name,Observation Date,Latitude,Longitude,Reporting Category,# Observed,Comments,Report ID
,Site 9435,2020-12-11,30.565,-96.518,Monarch Adult Sighted,1,"Basking in the lawn. Was most surprised to see this guy (Male) this morning! Was here all day, in the same place (still there after dark). High of 67Â°. Intermittent rain throughout late morning & mid afternoon. High humidity. Fog layer rolled in at sunset. Placed some decaying sunflowers (field grown nearby but was blasted by a 26Â° killing frost a week or so ago) in case nectar still available. Hairy Balls Milkweed Gomphocarpos physocarpus is still hanging on in beds close to house; approx. 3 yards from Monarch location. Never saw a Monarch on this milkweed while it was prime, mostly wasps and Sulphur butterflies. Last time I saw a Monarch was on Thanksgiving, in the sunflower patch.  Have photos but mobile website not letting me upload it... ","1,526,498,657"
,Site 8787,2020-12-11,30.436,-84.283,Monarch Adult Sighted,1,flying,"1,526,498,762"
,Site 8840,2020-12-11,30.446,-88.518,Monarch Adult Sighted,1,"A single, adult monarch butterfly was fluttering in a southwesterly direction across Interstate 10 just to the east of the gas line right-of-way.","1,526,498,656"
,Site 8471,2020-12-11,30.399,-88.797,Monarch Adult Sighted,1,"Sighted on butterfly bush, presumably a nectar source.","1,526,498,641"
,Site 8649,2020-12-11,30.413,-87.437,"Monarch, Captive-Reared",17,I currently have 19 chrysalides & have released about 10 over the past few weeks. In November a female came by & left eggs when we had some mild weather.  I usually cut all milkweed to the ground but didn't get to it in time. We've had some chilly days but also mild days so have been able to release them soon after they eclose. I'm hoping weather will cooperate until all can be released. ,"1,526,498,655"
,Site 11648,2020-12-11,32.1,-80.986,Monarch Adult Sighted,1,"Adult flyover construction area. No photo taken, species verified.","1,526,498,666"
,Site 11591,2020-12-11,32.043,-81.089,Monarch Adult Sighted,1,Was acting slow- slowly moving wings while resting on a leaf. Saw it later flying around in the garden.,"1,526,498,911"
,Site 11591,2020-12-11,32.043,-81.089,Monarch Adult Sighted,1,Was acting slow- slowly moving wings while resting on a leaf. Saw it later flying around in the garden.,"1,526,498,808"
,Site 11445,2020-12-11,31.965,-81.158,Monarch Adult Sighted,1,"Adult male male Monarch seen Stillwood Drive, Savannah, Georgia at 12:45 pm.","1,526,498,629"
,Site 11515,2020-12-11,32.005,-80.845,Monarch Adult Sighted,1,basking on passiflora incarnata ,"1,526,498,648"
,Site 17685,2020-12-11,33.791,-84.405,Monarch Adult Sighted,1,see photo,"1,526,498,672"
,Site 23943,2020-12-11,35.596,-75.468,Monarch Adult Sighted,1,Adult Monarch butterfly sipped nectar from milkweed for a long time. In my garden.,"1,526,498,623"
,Site 25827,2020-12-11,35.98,-78.51,Monarch Adult Sighted,1,"Monarch was on the ground in the road. It wasn't moving, but it's wings were not damaged at all. It may have frozen or been hit by a car.","1,526,498,669"
,Site 32412,2020-12-11,37.871,-122.273,Monarch (OTHER Observations),1,"This monarch was spotted while at a plant nursery. Sadly, it was in an empty plant pot that had been rained in. The left wing was stuck in a puddle of water. My friend removed the monarch by having it walk into a leaf, and we then tried to locate a flower for a warm and safe resting place.","1,526,498,697"
,Site 5625,2020-12-11,29.901,-81.312,Monarch Adult Sighted,1,Close to the road but he was alive.,"1,526,498,624"
,Site 5603,2020-12-11,29.896,-84.389,Monarch Adult Sighted,1,Flitting alongside Alligator Drive. Saw while on a walk without my camera.,"1,526,498,643"
,Site 5312,2020-12-11,29.822,-95.421,Monarch Adult Sighted,1,This guy just emerged from the chrysalis and flew off.  This evergreen shrub is at the back of my butterfly garden and a frequent spot for them to use to pupate.,"1,526,498,639"
,Site 104475,2020-12-10,34.713,-76.968,Hummingbird Sighting,8,"Observed 8 females/juveniles at the feeders today, 2 in the morning, 4 mid morning, 2 showing territorial behaviorand 2 at dusk","1,526,498,606"
,Site 3732,2020-12-10,29.457,-94.642,Monarch Adult Sighted,2,2 female,"1,526,498,636"
,Site 94599,2020-12-10,27.801,-97.396,Hummingbird Sighting,1,It was feeding at the feeder.,"1,526,498,622"
,Site 1442,2020-12-10,26.236,-81.761,Monarch Adult Sighted,1,Seen flying past lanai at ca. 2:00 PM EST.,"1,526,498,601"
,Site 12275,2020-12-10,32.374,-80.693,Monarch Larva Sighted,3,And lots of caterpillars,"1,526,498,896"
,Site 9320,2020-12-10,30.538,-87.886,Monarch Adult Sighted,1,"on wet ground near patch of iris next to my milkweed patch; think she was new and perhaps fell from chrysalis; kept overnight, fed, and released following day","1,526,498,994"
,Site 19019,2020-12-10,34.081,-118.076,Monarch Adult Sighted,1,1 freshly eclosed female,"1,526,498,793"
,Site 3661,2020-12-10,29.425,-98.495,Monarch Adult Sighted,1,one adult nectaring,"1,526,498,649"
,Site 3907,2020-12-10,29.485,-98.451,Monarch Adult Sighted,1,"Monarch spotted in local park, not far from botanical garden ","1,526,498,598"
,Site 151901,2020-12-10,47.759,-122.31,Hummingbird Sighting,1,At feeder,"1,526,498,580"
,Site 2823,2020-12-10,28.604,-95.963,Monarch Adult Sighted,1,"Very few sightings in the Matagorda coastal area this fall. Many less than the past 2 years. No major roosting events as we experienced in mid-November, 2019.","1,526,498,605"
,Site 2404,2020-12-10,28.046,-97.038,Monarch Adult Sighted,1,"Adult male sighted flying low at 12:15 pm at Rockport Cemetery. No indication of nectaring as very few flowers in bloom (only Gallardia and Greenthread seen), no milkweeds present.","1,526,498,627"
,Site 2380,2020-12-10,28.027,-97.055,Monarch Adult Sighted,3,"Pollinating on Tropical Milkweed, but no evidence of egg laying yet","1,526,498,596"
,Site 2045,2020-12-10,27.768,-82.64,Monarch Adult Sighted,1,I spotted a monarch adult in my backyard. It fluttered around for about 2 minutes and then left. ,"1,526,498,592"
,Site 4385,2020-12-10,29.602,-95.114,Monarch (OTHER Observations),6,Six chrysalis in yard.,"1,526,498,591"
,Site 4384,2020-12-10,29.602,-95.116,Monarch Adult Sighted,1,Laying eggs,"1,526,498,589"
,Site 4371,2020-12-10,29.599,-95.114,Monarch Larva Sighted,6,Cleaned the butterfly weed.,"1,526,498,590"
,Site 4150,2020-12-10,29.558,-95.528,Monarch Adult Sighted,1,Adult Monarch resting on trellis,"1,526,498,595"
,Site 7987,2020-12-10,30.316,-89.248,Monarch Adult Sighted,1,"The monarch was flying around. There are flowers in pots here, but the butterfly was not nectaring.","1,526,498,597"
,Site 7326,2020-12-10,30.213,-97.659,Monarch Adult Sighted,1,"Waiting at an unusually long red light after buying a POWERBALL ticket at the Circle K. The monarch had some faded color but the wings looked very fresh on the edges. It was traveling eastbound. Flew over my hood then into the intersection. I rolled down my window and shouted ""GET OUT OF THE ROAD!"" Luckily the west bound lanes also had a red light and the northbound lane with the green only had one car. No collisions yet. The monarch flew up and into the westbound lanes of interstate 71. As far as I know it avoided the traffic. ","1,526,498,613"
,Site 7089,2020-12-10,30.165,-81.701,"Monarch, Captive-Reared",14,"As of 12/12/20,57 eggs counted. 5 sightings of of adults and I released 1 male","1,526,498,801"
,Site 6632,2020-12-10,30.061,-84.491,Monarch Adult Sighted,1,We have a Florida Native Plant garden inside the Sopchoppy Depot Park.  There is an open area with a gazebo but all the rest of the park area is native plantings.  We get lots of butterflies and last year we had Monarch eggs and cats on the milkweed.,"1,526,498,758"
,Site 9720,2020-12-10,30.65,-81.447,Monarch Larva Sighted,1,It was a little warmer this morning (low of 46 F) but I found this little guy about midmorning in the backyard.  It brought it inside to raise and release.,"1,526,498,594"
,Site 9027,2020-12-10,30.475,-97.899,Monarch Adult Sighted,1,It was flying by me heading west. ,"1,526,498,864"
,Site 12059,2020-12-10,32.287,-80.943,Monarch Adult Sighted,1,Too far away to tell if it was a male or female.  I saw it will I was working in a community butterfly garden.,"1,526,498,765"
,Site 11514,2020-12-10,32.005,-80.844,Monarch Larva Sighted,3,traveling on passiflora,"1,526,498,588"
,Site 11513,2020-12-10,32.005,-80.845,Monarch Adult Sighted,2,two adult monarchs. sex not determined.,"1,526,498,587"
,Site 15693,2020-12-10,33.182,-96.711,Monarch Adult Sighted,1,One beautiful monarch.  ,"1,526,498,778"
,Site 16668,2020-12-10,33.486,-82.054,Monarch Adult Sighted,2,Breeding pair on the bushes in my backyard.,"1,526,499,126"
,Site 5311,2020-12-10,29.822,-95.422,Monarch Larva Sighted,2,This larva and one other are nearly ready to form their chrysalis'.  They are both on asclepius tuberosa in my front garden,"1,526,498,638"
,Site 5310,2020-12-10,29.822,-95.421,Monarch Adult Sighted,1,This monarch just emerged from its chrysalis.,"1,526,498,637"
,Site 104475,2020-12-09,34.713,-76.968,Hummingbird Sighting,7,"Observed 7 females/juveniles at our feeders, 1 early morning,  3 midday, 3 near dusk...","1,526,498,564"
,Site 9346,2020-12-09,30.543,-87.902,Monarch Adult Sighted,1,flying,"1,526,498,993"
,Site 95921,2020-12-09,29.76,-95.37,"Hummingbird, Nectaring from Flowers",1,Rufous  still here with daily  routine  of 6:55 a.m. at feeder hung  in yellow Sophra.  Goes to all salvia on back patio  around 9:30. Came real close to me while sitting out and went to  Sky  scraper deep purple  in middle of photo. Later in day  goes to second feeder on west side. Still think it's a new Rufous and waiting to see if last  years that  appears by Christmas  eve time shows up    Current Rufous still  does not go in Holly tree like last years always did.  This determines it's a new Rufous.Beverly L Houston   ,"1,526,498,565"
,Site 3732,2020-12-09,29.457,-94.642,Monarch Adult Sighted,2,Two adult monarchs flying in yard.,"1,526,498,582"
,Site 94599,2020-12-09,27.801,-97.396,Hummingbird Sighting,1,It was feeding at the feeder in the backyaRD.,"1,526,498,568"
,Site 103255,2020-12-09,34.055,-84.565,Hummingbird Sighting,2,Had two females at my feeders. They looked plump and well.,"1,526,498,570"
,Site 2113,2020-12-09,27.801,-97.396,Monarch Adult Sighted,2,They were flying around and around in the yard coming together and separating.  They rarely landed on any plant.  I observed this behavior earlier and thought it might be their mating dance.,"1,526,498,567"
,Site 9720,2020-12-09,30.65,-81.447,Monarch Larva Sighted,1,It was cold this morning (36 F) but I found this guy about midmorning in the sun.  I brought it inside to raise and release. ,"1,526,498,593"
,Site 1689,2020-12-09,26.9,-81.985,Monarch Larva Sighted,23,Host plant is Giant milkweed and some were on Asclepias Curassavica,"1,526,498,562"
,Site 2797,2020-12-09,28.581,-80.999,Monarch Adult Sighted,1,Nectaring on Bur-marigold (Bidens Laevis),"1,526,498,905"
,Site 2758,2020-12-09,28.519,-96.816,Monarch Adult Sighted,1,flying near Green Lake,"1,526,498,575"
,Site 6761,2020-12-09,30.095,-95.262,Monarch Larva Sighted,1,5th instar single Monarch larva. Wild on gomphocarpus physocarpus. ,"1,526,498,611"
,Site 8407,2020-12-09,30.392,-89.26,Monarch Adult Sighted,1,A single adult Monarch sighted around 11:00 a.m.,"1,526,498,585"
,Site 11571,2020-12-09,32.033,-81.05,Monarch Adult Sighted,1,Sighted monarch on marigolds,"1,526,498,566"
,Site 11369,2020-12-09,31.892,-81.189,Monarch Adult Sighted,1,Sunny day at Ft. McAllister.,"1,526,498,577"
,Site 13502,2020-12-09,32.749,-96.47,"Monarch, Captive-Reared",278,Raised 278 from captivity. That is 141 guys and 137 girls. Eggs first found in my flower garden on milkweed plants on March 14th.Last 5 eggs were found on October 31st.Last butterfly was released today on 12/09. It was sunny and 81 degrees.,"1,526,498,569"
,Site 6598,2020-12-09,30.052,-99.145,Monarch Adult Sighted,1, Wry fresh female,"1,526,498,579"
,Site 5922,2020-12-09,29.974,-95.571,Monarch Adult Sighted,1,Believe this was a newly eclosed butterfly.,"1,526,498,702"
,Site 104475,2020-12-08,34.713,-76.968,Hummingbird Sighting,8,"Observed a total of 8 hummers,females/juveniles at our feeders. 1 juvenile with red feathers on the side of his neck...a first!  There were 3 feeding mid morning, 3 mid afternoon and 2nd close to dusk.  All looked different to us.","1,526,498,552"
,Site 8396,2020-12-08,30.389,-95.696,Monarch Adult Sighted,1,I saw 1 adult monarch in our yard. ,"1,526,498,662"
,Site 129703,2020-12-08,41.704,-69.99,Hummingbird Sighting,1,"My little friend is flying amidst the snowflakes this morning.  It is 35 degrees, and we have had a few significant storms with heavy rains and strong winds, but she appears at the feeder each morning faithfully.","1,526,498,550"
,Site 3972,2020-12-08,29.504,-95.093,Monarch Adult Sighted,1,I am seeing 4 or 5 monarchs in my garden so far this month. The one pictured I saw eclose outside. ,"1,526,498,604"
,Site 3635,2020-12-08,29.409,-98.491,Monarch Adult Sighted,1,"4:11 pm., missing portion of right wing, nectaring on lantana urticoides","1,526,498,925"
,Site 1990,2020-12-08,27.669,-97.329,Monarch Adult Sighted,1,feeding on mealy Sage with 7 or 8 Queen butterflies,"1,526,498,630"
,Site 2244,2020-12-08,27.948,-80.498,Monarch Adult Sighted,1,female was laying eggs on milkweed,"1,526,498,839"
,Site 97929,2020-12-08,30.487,-99.77,Hummingbird Sighting,1,"Hummingbird coming to feeder this morning.  Bees took over feeders this afternoon.  I set shallow pan out with correct ratio of sugar to water.  Only a handful went to it.  I sprayed water, and that eventually drove most away.  Hummingbird kept swinging by to feed but bees were there.  I will study videos about how to deter bees.  This has become a problem every Fall. I love bees, but don't want them at front porch and swarming the feeders for hummingbirds. ","1,526,498,553"
,Site 99045,2020-12-08,31.514,-97.237,Hummingbird Sighting,1,"She arrived on December 8th, 2020, and has continued since.  The last time i saw her was 1/17/21.  So i am wondering now if she has left.  Tried to have her banded one day last week, but she was a no show.I can see that my fellow area birders have not been posting. There have been 3 regulars, Rufous, in nearby China Springs.   They seemed to have arrived at the same time mine did.  One of them is gone. There is another, a Broad-tailed female, that has been in nearby Belton since mine arrived.  Last i checked she was still there on Dec 13. ","1,526,499,810"
,Site 1820,2020-12-08,27.275,-80.364,Monarch Adult Sighted,1,"Found 3 ready to hatch,one in picture ready to fly.three plants striped clean.","1,526,498,573"
,Site 1426,2020-12-08,26.206,-98.21,Monarch Adult Sighted,2,There were two male Monarchs feeding on Duranta erecta flowers in a neighborhood park. They have been there now for several days.,"1,526,498,561"
,Site 2610,2020-12-08,28.283,-96.809,Monarch Adult Sighted,3,Flying low along Rail Trail at Aransas NWR,"1,526,498,626"
,Site 2079,2020-12-08,27.778,-97.1,Monarch Adult Sighted,1,1 monarch adult sighted in dunes nectaring. Tagged and OE parasite sampled,"1,526,498,584"
