Start Time,End Time,Air Temperature,Wind,Precipitation During Visit,Precipitation in the last 48 hours,The temperature the last 48 hours has been,Species,Call Intensity,Observation Notes,City,County,State,Characterize Land Use,Site Habitat,Wetland Origin,Water Presence,Water Source,Description,Directions To Site,Status,Station Name,Observation Date,Latitude,Longitude
09:14 pm,09:17 pm,18.33,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,"Showers throughout the day, incl. one good downpour. It was a very 3D experience this evening. Grey treefrogs were calling from in front, behind and beside plus from the trees above. One Green Frog in the pond was calling, two American Toads, and a small number of Spring Peepers. ","Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2020-06-30,42.23,-71.607
10:12 pm,10:15 pm,16.67,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,Fog or Mist,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping","Mist. After drought conditions for at least a month, about 1.7 inches rain fell in last 48 hours, precipitating to some degree about 3/4 of the time. ",Effingham,Carroll,New Hampshire,Rural,Freshwater Marsh,Natural,Permanent,Stream or River,"
This South River drains Province Lake. It flow beside Bailey Road for a couple hundred feet, then passes through a culvert an into an extensive wetland complex, where it winds back and forth. Lots of beavers make dams in there. I've canoed the whole thing. Listen atop the culvert.
","
Rt. 95 North into New Hampshire Rt. 16 North into town of Wakefield Right turn onto Rt. 153 North Enter State of Maine while driving along edge of Province Lake Rt. 153 will pass through Province Lake golf course, then soon straddle state line. Turn left on Bailey Road (into NH), not too far from the golf course (not measured). Drive until lake appears immediately to your left. Continue until lake is no longer immediately next to road and park soon. Listen atop the culvert where the South River flows under Bailey Road
",,South River Marsh at Province Lake Outlet,2020-06-30,43.70045,-70.998217
09:22 pm,09:25 pm,16.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Light Rain or Drizzle,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping","Drizzle. 5 species all at once! After drought conditions for at least a month, about 1.7 inches rain fell in last 48 hours, precipitating to some degree about 3/4 of the time.",Parsonsfield,York,Maine,Rural,Swamp or Woodland Swamp,Natural,Permanent,Not Known,"One side of the road is golf course. The other side is all woods. At this location there is a swamp in the woods, which drains through a culvert under Mountain Road into a tiny pond, then an underground stream. Water source is a combination of small streams, precipitation, and groundwater. Listen atop the culvert.","
Rt. 95 North into New Hampshire Rt. 16 North into town of Wakefield Right turn onto Rt. 153 North Enter State of Maine while driving along edge of Province Lake When leaving lake edge you will be at the Province Lake golf course, both sides of road. Turn right onto paved Mountain Road, where there is a sign for the golf course. Go 0.4 mile from Rt. 153 and park at intersection with Emery Road (private), dirt road on right. Walk ~100 feet further along Mountain Road to culvert to listen.
",,Province Lake Golf Course,2020-06-30,43.693317,-70.9691
09:30 pm,09:33 pm,19.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,"10:30am: 1 hr rain. 9:30 pm: light rain. Two days ago, the man-made pond which we call ""Bowman Street Pond"" was about dried up. There was no water visible across the bottom. Just mud and plant growth. But with the rain from the last three days, the pond has filled back up. Last night was too dangerous to go out because of the lightning. Tonight it was a delight to hear four different voices calling. Several Gray Treefrogs, two American Toads, several Spring Peepers and one Green Frog-all making calls. Wonderful!","Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2020-06-29,42.23,-71.607
10:49 pm,10:52 pm,21.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Buffalo,Erie,New York,Gravel road,Pond,Human-made,Permanent,Stream or River,,"77 Honorine Drive
Depew 14043

formerly named ""Reinstein Woods 1""",,Heron Pond (1),2020-06-23,42.8881,-78.7174
09:56 pm,09:59 pm,20,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Asheville,Buncombe,North Carolina,Rural,Wet Meadow,Natural,Temporary Every Year,Precipitation or Runoff,,120 Bull Creek Rd Asheville NC 28805,,Bull Creek Meadow,2020-06-23,35.639167,-82.473611
09:19 pm,09:22 pm,20,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Rockwood,Somerset,Pennsylvania,Rural,Pond,Natural,Permanent,Pond,Pond on land owned by private members organization. Only members and their guests have use of the area.,,,Magyar Park ,2020-06-20,39.962268,-79.241129
08:33 pm,08:36 pm,24.44,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Very hot and humid!,West Greenwich,Kent,Rhode Island,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,[AZA- site coordinates changed. Original coordinates: latitude:41.697   longitude:-71.606],An area within the Big River Management Area.,,Big River,2020-06-20,41.62309,-71.618354
09:01 pm,09:04 pm,26.11,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),"3 - Full chorus, calls are constant, continuous and overlapping",,Tallmadge,Summit,Ohio,Suburban,Swamp or Woodland Swamp,Natural,Permanent,Groundwater,pond and bog,,,toadandfrogpondandbog,2020-06-19,41.113156,-81.398605
10:36 pm,10:39 pm,14.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Buffalo,Erie,New York,Gravel road,Pond,Human-made,Permanent,Stream or River,,"77 Honorine Drive
Depew 14043

formerly named ""Reinstein Woods 1""",,Heron Pond (1),2020-06-18,42.8881,-78.7174
09:15 pm,09:18 pm,17.78,0 - CALM: smoke rises vertically,None,Much Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,,"Dublin
",Pulaski,Virginia,Rural,Vernal Pool,Natural,Permanent,Precipitation or Runoff,Very large vernal pool situated just inside a state park,"From Interstate 81, take exit 101 and head towards the State Park, pool sits in the intersection between Lakeland and State Park Drives. ",,CLSP Entrance Pool,2020-06-18,37.06611,-80.62611
09:22 pm,09:25 pm,12.22,0 - CALM: smoke rises vertically,Medium Rain,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Radford,"near Montgomery C
ounty",Virginia,Suburban,Pond,Not Known,Permanent,Not Known,A pond  surrounded by trees and bushes near a residence and a side road near a church,"Going west on Rock Road, which is off Tyler Ave in Radford (VA), at house with 766 number take a left next to it on a paved road that becomes gravel and leads to house with a pond nearby.",,Rock Road pond near a Baptist church,2020-06-18,37.112695,-80.566517
11:04 pm,11:07 pm,15.56,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,2 - Calls of individuals can be distinguished but there is some overlapping of calls,,Buffalo,Erie,New York,Gravel road,Pond,Human-made,Permanent,Stream or River,,"77 Honorine Drive
Depew 14043

formerly named ""Reinstein Woods 1""",,Heron Pond (1),2020-06-16,42.8881,-78.7174
11:00 pm,11:03 pm,14.44,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,Fog or Mist,Some Precipitation,Above Freezing,Spring Peeper,"3 - Full chorus, calls are constant, continuous and overlapping",,Buffalo,Erie,New York,Gravel road,Pond,Human-made,Permanent,Stream or River,,"77 Honorine Drive
Depew 14043

formerly named ""Reinstein Woods 1""",,Heron Pond (1),2020-06-15,42.8881,-78.7174
08:40 pm,08:43 pm,15,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Humid and some fog.,West Greenwich,Kent,Rhode Island,Rural, ,Natural,Permanent,Stream or River,,"Rte 95 south to Exit 6 Coventry/West Greenwich.   Go left at exit onto Rte 3 south, just past Division Rd. take a left onto a dirt road, Burnt Sawmill Rd.(to the right is a kiosk and parking area for Big River).  about 1/4 mile down on left is a small dam and Capwell Mill Pond.",,Big River Swamp,2020-06-15,41.67,-71.61
09:19 pm,09:22 pm,21.67,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Some Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),2 - Calls of individuals can be distinguished but there is some overlapping of calls,,"Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2020-06-12,42.23,-71.607
08:36 pm,08:39 pm,17.78,1 - LIGHT AIR: rising smoke drifts; weather vane inactive,None,Much Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Very humid. ,West Greenwich,Kent,Rhode Island,,Swamp or Woodland Swamp,Natural,Permanent,Stream or River,,The site is at the western border of Mishnock Swamp.,,Mishnock Swamp,2020-06-12,41.67,-71.586
09:31 pm,09:34 pm,20,2 - LIGHT BREEZE: leaves rustle; can feel wind on face,None,Some Precipitation,Above Freezing,Spring Peeper,1 - Individuals can be counted; there is space between calls,Heard crickets.,Radford,"near Montgomery C
ounty",Virginia,Suburban,Pond,Not Known,Permanent,Not Known,A pond  surrounded by trees and bushes near a residence and a side road near a church,"Going west on Rock Road, which is off Tyler Ave in Radford (VA), at house with 766 number take a left next to it on a paved road that becomes gravel and leads to house with a pond nearby.",,Rock Road pond near a Baptist church,2020-06-10,37.112695,-80.566517
10:00 pm,10:03 pm,22.22,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper,0 - No frogs or toads can be heard calling.,,Delevan,Cattaraugus,New York,Rural,Pond,Human-made,Permanent,Precipitation or Runoff,ﾽ acre pond with marsh area at West end,,,Wild Spirit Education,2020-06-10,42.4996,-78.4348
09:23 pm,09:26 pm,22.22,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,,Milford,New Haven,Connecticut,Suburban,Swamp or Woodland Swamp,Natural,Temporary Every Year,Groundwater,,on the right past fresh meadow ln turn,,West river st near power lines,2020-06-09,41.246311,-73.063394
09:36 pm,09:39 pm,17.78,0 - CALM: smoke rises vertically,None,No Precipitation,Above Freezing,Spring Peeper (Subspecies - Northern),1 - Individuals can be counted; there is space between calls,Two Spring Peepers calling.,"Westborough
","Worcester
",Massachusetts,Suburban,Prairie Pothole,Artifically Altered,Permanent,Stream or River,"Alongside Bowman Street, between #95 and #97 is a pond, created by a man-made barrier that backs up the natural stream. The barrier is a simple concrete wall placed as a barrier to the stream's natural progression. The pond created by the barrier is approx 30 wide and 40 feet deep. The pond is filled with the plant growth you'd expect for the region. There are abundent reeds and water plants both in, along the edge of and nearby to the pond. Trees tower over the pond and the edge Upton State Forest is scarce 50 yrds further back from the pond.
","From Zoo: I-95 North to I-495 North (in MA) to Rt-9 West to Rt-30 West to Rt-135 East (at Westborough Rotary), to Upton Rd (south towards Upton) to Bowman Street to #95 / #97 Bowman St.  Approx 50 minutes travel from Zoo to site.
",,Bowman Street Pond,2020-06-08,42.23,-71.607
