Status,Station Name,Observation Date,Latitude,Longitude,Observation Time,Observation Notes,Relative Humidity,Barometric Pressure,Air Temperature,Wind Direction ,Visibility ,Water Temperature,Turbidity,Secchi Depth,Width,Depth,Stream Discharge,Surface Water Appearance,Stream Bank Eroision,Water Type,Salinity,Conductivity,Dissolved Oxygen,Nitrate,Ammonia,Phosphate,pH,Biological Oxygen Demand,Total Dissolved Solids,Fecal Coliform,Dissolved Carbon Dioxide,Tolerant Macroinvertebrates,Less Sensitive Macroinvertebrates,Sensitive Macroinvertebrates,Total Index Value,Caddisfly (Trichoptera-Other),Mayfly (Ephemeroptera),Stonefly (Plecoptera),Watersnipe Flies (Diptera-Athericidae),Riffle Beetles (Elmidae),Water Pennies (Psephenidae),Gilled Snails (Viviparidae),Dobsonfies (Corydalinae),Fishflies (Chauliodinae),Netspinning Caddisfly (Trichoptera-Hydropsychidae),Damselflies (Zygoptera),Dragonflies (Anisoptera),Alderflies (Sialidae),Crayfish (Astacoidea),Scuds (Amphipoda),Aquatic Sowbugs (Isopoda),Clams (Sphaeriidae),Mussels (Palaeoheterodonta),Aquatic Worms (Oligochaeta),Black Flies (Diptera-Simuliidae),Midge Flies,Leeches (Hirundinea),Lunged Snails (Pulmonata),Other Macroinvertebrate,silt (mud),"sand (1/16"" - 1/4"" grains)","gravel (1/4"" - 2"" stones)","cobbles (2"" - 10"" stones)","boulders (> 10"" stones)",trees,shrubs,grass,bare soil,rocks,other
,fa59cb11-c0d2-4dd3-9dc9-f2d5335dc625,2009-01-14,38.28407,-76.62937,,,,,0,,,4.6,,82,,,,,,,12.3,,15.5,,,,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2009-01-13,38.347301,-77.582199,,,,,,,,3,,0,,,,,,,0,,12,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2009-01-12,36.969102,-76.560096,,,,,,,,6,,0.8,,,,,,,14.2,,10.6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2009-01-12,36.9523,-76.517899,,,,,,,,2.5,,0,,,,,,,12,,9.8,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-01-11,37.179599,-76.4425,,,,,,,,7.5,,1.7,,,,,,,19.5,,10.6,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COOPERS LANDING,2009-01-11,37.871251,-76.419749,,,,,,,,7,,0.9,,,,,,,12.9,,10.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2009-01-09,37.912799,-76.657699,,,,,,,,5,,0,,,,,,,0,,11.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2009-01-09,38.291099,-77.404703,,,,,,,,6,,0,,,,,,,0,,11.8,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2009-01-08,37.9258,-76.7204,,,,,,,,4.5,,0,,,,,,,1.1,,11.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING AT WOODMONT",2009-01-08,37.926702,-76.702205,,,,,,,,4,,0,,,,,,,0,,10,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING",2009-01-08,37.923498,-76.721001,,,,,,,,4,,0,,,,,,,4.3,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, AT THE BUSHES",2009-01-08,37.885898,-76.736602,,,,,,,,4,,0,,,,,,,10.8,,10.8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2009-01-04,37.179599,-76.4425,,,,,,,,5.5,,1.5,,,,,,,19.3,,11.2,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2009-01-04,37.871107,-76.431108,,,,,,,,4,,0.6,,,,,,,5,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2009-01-04,36.9693,-76.612101,,,,,,,,0,,0,,,,,,,4.5,,11,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2009-01-03,38.289798,-77.481598,,,,,,,,3,,0,,,,,,,0,,12.6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2008-12-30,36.995153,-76.582752,,,,,,,,9,,0,,,,,,,11.3,,9.4,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-12-29,36.969102,-76.560096,,,,,,,,12,,1.1,,,,,,,11,,10.4,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-12-29,36.9523,-76.517899,,,,,,,,8.5,,0,,,,,,,6,,8,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2008-12-28,38.347301,-77.582199,,,,,,,,9.5,,0.2,,,,,,,0,,10.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-12-28,36.982602,-76.628603,,,,,,,,11,,0.7,,,,,,,8.2,,9.1,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-12-27,38.291099,-77.404703,,,,,,,,10.1,,0,,,,,,,0,,10,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DRAGON RUN,2008-12-24,37.560501,-76.571898,,,,,,,,7,,0.3,,,,,,,0,,9.4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-12-21,37.179599,-76.4425,,,,,,,,10,,1.1,,,,,,,17.2,,9.4,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2008-12-21,37.871107,-76.431108,,,,,,,,6,,0.5,,,,,,,10.3,,9.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-12-20,38.291099,-77.404703,,,,,,,,8,,0,,,,,,,0,,10.4,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-12-20,36.982602,-76.628603,,,,,,,,10,,0.5,,,,,,,8.8,,8.1,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-12-15,36.969102,-76.560096,,,,,,,,11,,1.1,,,,,,,16.2,,9.8,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-12-15,36.9523,-76.517899,,,,,,,,6,,0,,,,,,,5,,8.6,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2008-12-15,38.347301,-77.582199,,,,,,,,7.5,,0,,,,,,,0,,11.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-12-14,37.179599,-76.4425,,,,,,,,10,,0.8,,,,,,,11.3,,8.2,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WARE RIVER,2008-12-14,37.24203,-76.293903,,,,,,,,10,,0.9,,,,,,,14.6,,9.6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STREAM FEEDING COW CREEK,2008-12-14,37.274422,-76.290959,,,,,,,,7,,0.4,,,,,,,1.4,,6.7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-12-13,36.982602,-76.628603,,,,,,,,8.5,,0.3,,,,,,,7.7,,8.2,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-12-12,38.291099,-77.404703,,,,,,,,10,,0,,,,,,,0,,9.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2008-12-11,36.995153,-76.582752,,,,,,,,9.5,,0,,,,,,,14.8,,9,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-12-07,37.179599,-76.4425,,,,,,,,8,,1.5,,,,,,,24.7,,10.3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-12-06,38.289798,-77.481598,,,,,,,,2.5,,0,,,,,,,0,,12.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-12-06,36.982602,-76.628603,,,,,,,,5.5,,0.8,,,,,,,11.4,,11.1,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN BETWEEN RT. 17/2 AND RT. 3,2008-12-06,38.292301,-77.454495,,,,,,,,3.5,,0,,,,,,,0,,11.5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,452d86a4-4ce9-4e9e-a6b2-ffbf6253b05f,2008-12-05,38.80031,-77.435932,,,,,,,,5,,,,,,,,,0,,10,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e3a63d77-8a80-440d-8a4c-05610f447a86,2008-12-05,38.973828,-76.487696,,,,,3,,,5,,,,,,,,,15,,9,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141cb8ce-cd3f-4417-ab87-3aa839f52cda,2008-12-05,38.931843,-76.461848,,,,,,,,7.7,,,,,,,,,18.3,"19,987",9.04,,,,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2cccbc6a-160a-4a38-afb7-a243a8e67bb0,2008-12-05,39.50262,-76.132636,,,,,3.4,,,4.3,,,,,,,,,11,"19,000",9.5,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JAMES RIVER PARK,2008-12-04,37.524602,-77.4686,,,,,,,,6.5,,0,,,,,,,0,,12.2,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2008-12-03,37.9258,-76.7204,,,,,,,,5.5,,0,,,,,,,0,,10.4,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2008-12-03,37.912799,-76.657699,,,,,,,,5,,0,,,,,,,0,,11.6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING AT WOODMONT",2008-12-03,37.926702,-76.702205,,,,,,,,5.5,,0,,,,,,,0,,9.4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING",2008-12-03,37.923498,-76.721001,,,,,,,,6,,0,,,,,,,0,,10.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, AT THE BUSHES",2008-12-03,37.885898,-76.736602,,,,,,,,5,,0,,,,,,,7.7,,10.6,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-12-01,36.969102,-76.560096,,,,,,,,9,,0.6,,,,,,,14.5,,11,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-12-01,36.9523,-76.517899,,,,,,,,5,,0,,,,,,,4,,7.4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-11-30,38.289798,-77.481598,,,,,,,,5.7,,0,,,,,,,0,,10.4,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2008-11-29,38.347301,-77.582199,,,,,,,,2.5,,0,,,,,,,0,,11,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-11-29,36.982602,-76.628603,,,,,,,,6,,0.7,,,,,,,12.9,,9.8,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DRAGON RUN,2008-11-27,37.560501,-76.571898,,,,,,,,8,,0.7,,,,,,,3.3,,9,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2008-11-25,36.995153,-76.582752,,,,,,,,6,,0,,,,,,,15.5,,9.7,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-11-22,36.982602,-76.628603,,,,,,,,5,,0.8,,,,,,,12.7,,9.3,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-11-18,36.9523,-76.517899,,,,,,,,3.5,,0,,,,,,,19,,10.8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-11-16,37.179599,-76.4425,,,,,,,,14,,0.7,,,,,,,19,,7.8,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-11-16,38.289798,-77.481598,,,,,,,,12,,0,,,,,,,0,,10,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2008-11-16,36.9693,-76.612101,,,,,,,,14,,0,,,,,,,12.6,,8,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-11-15,36.969102,-76.560096,,,,,,,,15,,0.4,,,,,,,16.9,,7.4,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-11-15,38.291099,-77.404703,,,,,,,,16,,0,,,,,,,0,,8.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-11-15,36.982602,-76.628603,,,,,,,,15,,0.3,,,,,,,13.1,,6.2,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JAMES RIVER PARK,2008-11-15,37.524602,-77.4686,,,,,,,,16.5,,0,,,,,,,0,,8.4,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2008-11-10,38.347301,-77.582199,,,,,,,,9,,0,,,,,,,0,,8.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-11-09,37.179599,-76.4425,,,,,,,,14,,0.6,,,,,,,19.8,,7.3,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-11-09,38.289798,-77.481598,,,,,,,,12,,0,,,,,,,0,,8,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-11-08,36.982602,-76.628603,,,,,,,,15,,0.6,,,,,,,14.1,,6.9,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FLAT RUN BETWEEN RT. 3 AND LAKEVIEW PARKWAY,2008-11-08,38.3528,-77.7532,,,,,,,,16,,0,,,,,,,0,,8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-11-06,38.291099,-77.404703,,,,,,,,15,,0,,,,,,,0,,8.4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2008-11-05,36.995153,-76.582752,,,,,,,,14.5,,0,,,,,,,15.9,,8.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2008-11-05,37.9258,-76.7204,,,,,,,,13.5,,0,,,,,,,2.3,,7.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2008-11-05,37.912799,-76.657699,,,,,,,,13.5,,0,,,,,,,0,,7.4,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING AT WOODMONT",2008-11-05,37.926702,-76.702205,,,,,,,,13,,0,,,,,,,2.2,,9.6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING",2008-11-05,37.923498,-76.721001,,,,,,,,13,,0,,,,,,,4.1,,9.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, AT THE BUSHES",2008-11-05,37.885898,-76.736602,,,,,,,,13,,0,,,,,,,12.6,,8.6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-11-03,36.9523,-76.517899,,,,,,,,9,,0,,,,,,,19,,9.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-11-02,37.179599,-76.4425,,,,,,,,12,,0.8,,,,,,,21.4,,12,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2008-11-02,37.871107,-76.431108,,,,,,,,15,,0.6,,,,,,,14.1,,8.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2008-11-02,36.9693,-76.612101,,,,,,,,12,,0,,,,,,,15.1,,8.6,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-11-01,36.969102,-76.560096,,,,,,,,13,,0.4,,,,,,,16.5,,8.8,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-11-01,38.289798,-77.481598,,,,,,,,8.5,,0,,,,,,,0,,9.6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-11-01,36.982602,-76.628603,,,,,,,,11,,0.5,,,,,,,12.1,,8.4,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RIVER BLUFFS,2008-10-27,38.347301,-77.582199,,,,,,,,12,,0,,,,,,,0,,8.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN BETWEEN RT. 17/2 AND RT. 3,2008-10-26,38.292301,-77.454495,,,,,,,,12,,0,,,,,,,0,,8.7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DRAGON RUN,2008-10-25,37.560501,-76.571898,,,,,,,,17.5,,0,,,,,,,10.8,,7.1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-10-25,36.982602,-76.628603,,,,,,,,14.5,,0.3,,,,,,,15.4,,7,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JAMES RIVER PARK,2008-10-25,37.524602,-77.4686,,,,,,,,15,,0,,,,,,,0,,9.8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-10-24,38.291099,-77.404703,,,,,,,,12,,0,,,,,,,0,,9.6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-10-20,36.9523,-76.517899,,,,,,,,10,,0,,,,,,,16,,7.6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-10-19,37.179599,-76.4425,,,,,,,,16,,0.7,,,,,,,20.8,,7.2,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN / ALUM SPRINGS PARK,2008-10-19,38.289798,-77.481598,,,,,,,,11.5,,0,,,,,,,0,,8.8,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CYPRESS CREEK SOUTH, ISLE OF WIGHT",2008-10-19,36.9693,-76.612101,,,,,,,,16.5,,0,,,,,,,13.8,,5.1,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2008-10-18,37.871107,-76.431108,,,,,,,,16,,0.6,,,,,,,15.9,,6.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAZEL RUN TRIBUTARY EAST OF GATEWAY BLVD.,2008-10-18,38.291099,-77.404703,,,,,,,,12,,0,,,,,,,0,,9.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SMITHFIELD,2008-10-18,36.982602,-76.628603,,,,,,,,18,,0.3,,,,,,,13.1,,4.2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2008-10-15,37.912799,-76.657699,,,,,,,,16,,0,,,,,,,0.5,,7.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JAMES RIVER PARK,2008-10-15,37.524602,-77.4686,,,,,,,,21,,0,,,,,,,0,,10,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2008-10-01,37.9258,-76.7204,,,,,,,,19.5,,,,,,,,,0.9,,3.6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2008-10-01,37.912799,-76.657699,,,,,,,,18,,,,,,,,,0.8,,6.4,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING AT WOODMONT",2008-10-01,37.926702,-76.702205,,,,,,,,21,,,,,,,,,1.2,,5.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, PUBLIC BOAT LANDING",2008-10-01,37.923498,-76.721001,,,,,,,,20.5,,,,,,,,,1.1,,4.6,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, AT THE BUSHES",2008-10-01,37.885898,-76.736602,,,,,,,,20.5,,,,,,,,,8.8,,5.4,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-09-28,37.179599,-76.4425,,,,,,,,24,,0.5,,,,,,,14.6,,7.6,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DRAGON RUN,2008-09-24,37.560501,-76.571898,,,,,,,,22,,,,,,,,,12,,5,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAGGED ISLAND CREEK,2008-09-22,36.9523,-76.517899,,,,,,,,18.5,,,,,,,,,19,,6,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEVY PIER,2008-09-21,37.179599,-76.4425,,,,,,,,21.5,,0.6,,,,,,,17.7,,6.6,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MALLARD BAY,2008-09-21,37.871107,-76.431108,,,,,,,,22.5,,0.6,,,,,,,13.3,,7.4,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COOPERS LANDING,2008-09-21,37.871251,-76.419749,,,,,,,,23.5,,0.5,,,,,,,13.5,,5.8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"GATLING POINT, ISLE OF WIGHT",2008-09-20,36.995153,-76.582752,,,,,,,,22,,,,,,,,,17,,6.2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TITUS CREEK, ISLE OF WIGHT",2008-09-20,36.969102,-76.560096,,,,,,,,21,,0.3,,,,,,,18.9,,5.2,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LITTLE TOTUSKEY CREEK, RT 620 BRIDGE",2008-09-17,37.9258,-76.7204,,,,,,,,22,,,,,,,,,1.5,,4.2,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"TOTUSKEY CREEK, MOORE'S MILL BRIDGE",2008-09-17,37.912799,-76.657699,,,,,,,,17.5,,,,,,,,,0.5,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
